Spectroscopic Data At X=0, Y=0
Wavelength (nm)	Psi (65.00, 70.00, 75.00°)	Delta (65.00, 70.00, 75.00°)									Model	
960.751160	15.564877	167.405045	15.792083	168.049744	8.429182	154.233047	8.682346	155.907791	4.264171	61.739834	3.984367	66.044800	
962.312500	15.511287	167.505035	15.787499	168.069763	8.420418	154.239365	8.676139	155.939774	4.264632	61.357151	3.979270	65.953026	
963.873657	15.565631	167.496307	15.782952	168.089706	8.372109	154.276794	8.669977	155.971680	4.267066	61.191055	3.974204	65.861664	
965.434692	15.552409	167.550522	15.778403	168.109573	8.422446	154.453751	8.663818	156.003479	4.254116	61.275986	3.969171	65.770073	
966.995483	15.518221	167.483841	15.773854	168.129395	8.359374	154.236557	8.657664	156.035156	4.270911	60.776443	3.964174	65.678276	
968.556152	15.543124	167.591339	15.769304	168.149139	8.323555	154.124481	8.651514	156.066742	4.252605	60.576546	3.959210	65.586266	
970.116577	15.498253	167.508575	15.764860	168.168793	8.430141	154.438339	8.645487	156.098328	4.302033	60.081799	3.954266	65.495850	
971.676941	15.516049	167.562729	15.760429	168.188385	8.320425	154.317459	8.639480	156.129807	4.268412	59.994404	3.949353	65.405472	
973.237122	15.499329	167.569672	15.755998	168.207901	8.384932	154.449234	8.633477	156.161179	4.271477	59.892128	3.944474	65.314896	
974.797058	15.516078	167.626801	15.751566	168.227356	8.375573	154.627136	8.627479	156.192459	4.261126	59.881794	3.939628	65.224121	
976.356812	15.539936	167.670517	15.747133	168.246765	8.328006	154.421875	8.621484	156.223618	4.231782	60.164028	3.934816	65.133141	
977.916382	15.487259	167.642914	15.742815	168.266068	8.440754	154.704697	8.615623	156.254791	4.248413	59.793716	3.930019	65.043930	
979.475891	15.498344	167.677368	15.738498	168.285309	8.329360	154.392288	8.609766	156.285858	4.230876	59.866898	3.925255	64.954552	
981.035156	15.473681	167.661774	15.734179	168.304489	8.290333	154.403595	8.603914	156.316833	4.223491	60.830780	3.920523	64.864975	
982.594238	15.445646	167.728287	15.729860	168.323608	8.227997	154.389618	8.598066	156.347687	4.250654	59.243851	3.915823	64.775215	
984.153137	15.478252	167.731964	15.725542	168.342667	8.312320	154.467682	8.592224	156.378448	4.199996	60.194500	3.911156	64.685287	
985.711792	15.458816	167.824921	15.721337	168.361633	8.335320	154.824692	8.586513	156.409210	4.214974	59.498123	3.906502	64.597122	
987.270386	15.477149	167.809616	15.717131	168.380539	8.380816	154.878098	8.580805	156.439865	4.249409	58.861546	3.901880	64.508766	
988.828796	15.404040	167.815811	15.712924	168.399384	8.388836	154.871765	8.575101	156.470428	4.226934	59.491577	3.897290	64.420235	
990.387024	15.385863	167.783844	15.708716	168.418167	8.365598	154.864075	8.569400	156.500885	4.226646	59.053463	3.892731	64.331512	
991.945007	15.387838	167.800797	15.704509	168.436890	8.264340	154.856384	8.563704	156.531235	4.208049	59.015060	3.888203	64.242622	
993.502808	15.489864	167.920853	15.700409	168.455521	8.283919	154.867706	8.558134	156.561600	4.213098	58.746132	3.883688	64.155434	
995.060425	15.432474	167.872879	15.696314	168.474106	8.221145	154.696426	8.552572	156.591858	4.206542	59.068321	3.879202	64.068146	
996.617981	15.427092	167.875778	15.692217	168.492615	8.281837	154.967102	8.547014	156.622025	4.200060	59.709171	3.874747	63.980679	
998.175293	15.461516	167.947113	15.688120	168.511078	8.179043	154.545929	8.541460	156.652084	4.180523	59.265213	3.870323	63.893047	
999.732300	15.463344	167.989517	15.684022	168.529480	8.267133	155.007401	8.535910	156.682053	4.150923	59.565800	3.865930	63.805248	
