delta_c/2pi (MHz),Omega_p/2pi (MHz),Ion Amplitude (arb. units)
256.3239312,2.918337821,0.379528576
256.3239312,2.941925679,0.379658879
256.3239312,2.965513536,0.379789884
256.3239312,2.989101394,0.379922864
256.3239312,3.012689252,0.380058695
256.3239312,3.03627711,0.380197776
256.3239312,3.059864967,0.380340128
256.3239312,3.083452825,0.380485563
256.3239312,3.107040683,0.380633817
256.3239312,3.130628541,0.380784618
256.3239312,3.154216399,0.380937695
256.3239312,3.177804256,0.381092775
256.3239312,3.201392114,0.381249585
256.3239312,3.224979972,0.381407855
256.3239312,3.24856783,0.381567311
256.3239312,3.272155688,0.381727682
256.3239312,3.295743545,0.381888695
256.3239312,3.319331403,0.382050078
256.3239312,3.342919261,0.382211559
256.3239312,3.366507119,0.382372866
256.3239312,3.390094976,0.382533727
256.3239312,3.413682834,0.382693869
256.3239312,3.437270692,0.382853033
256.3239312,3.46085855,0.383011007
256.3239312,3.484446408,0.383167689
256.3239312,3.508034265,0.383323146
256.3239312,3.531622123,0.383477618
256.3239312,3.555209981,0.383631472
256.3239312,3.578797839,0.383785133
256.3239312,3.602385697,0.383939043
256.3239312,3.625973554,0.384093646
256.3239312,3.649561412,0.384249383
256.3239312,3.67314927,0.3844067
256.3239312,3.696737128,0.384566038
256.3239312,3.720324985,0.384727841
256.3239312,3.743912843,0.384892552
256.3239312,3.767500701,0.385060615
256.3239312,3.791088559,0.385232472
256.3239312,3.814676417,0.385408567
256.3239312,3.838264274,0.385589343
256.3239312,3.861852132,0.385775244
256.3239312,3.88543999,0.385966712
256.3239312,3.909027848,0.38616419
256.3239312,3.932615706,0.386368122
256.3239312,3.956203563,0.386578951
256.3239312,3.979791421,0.38679712
256.3239312,4.003379279,0.387023052
256.3239312,4.026967137,0.387257116
256.3239312,4.050554994,0.387499569
256.3239312,4.074142852,0.387750508
256.3239312,4.09773071,0.38800989
256.3239312,4.121318568,0.388277576
256.3239312,4.144906426,0.38855339
256.3239312,4.168494283,0.388837147
256.3239312,4.192082141,0.389128662
256.3239312,4.215669999,0.389427749
256.3239312,4.239257857,0.389734224
256.3239312,4.262845715,0.3900479
256.3239312,4.286433572,0.390368593
256.3239312,4.31002143,0.390696118
256.3239312,4.333609288,0.391030289
256.3239312,4.357197146,0.391370921
256.3239312,4.380785003,0.391717828
256.3239312,4.404372861,0.392070826
256.3239312,4.427960719,0.392429728
256.3239312,4.451548577,0.392794351
256.3239312,4.475136435,0.393164503
256.3239312,4.498724292,0.393539945
256.3239312,4.52231215,0.393920298
256.3239312,4.545900008,0.39430492
256.3239312,4.569487866,0.394692837
256.3239312,4.593075724,0.395082785
256.3239312,4.616663581,0.395473331
256.3239312,4.640251439,0.395862978
256.3239312,4.663839297,0.396250216
256.3239312,4.687427155,0.396633533
256.3239312,4.711015012,0.397011421
256.3239312,4.73460287,0.39738237
256.3239312,4.758190728,0.397744869
256.3239312,4.781778586,0.398097409
256.3239312,4.805366444,0.398438479
256.3239312,4.828954301,0.398766569
256.3239312,4.852542159,0.399080171
256.3239312,4.876130017,0.399377772
256.3239312,4.899717875,0.399657865
256.3239312,4.923305732,0.399918938
256.3239312,4.94689359,0.400159483
256.3239312,4.970481448,0.400377988
256.3239312,4.994069306,0.400572943
256.3239312,5.017657164,0.400742848
256.3239312,5.041245021,0.400886316
256.3239312,5.064832879,0.401002341
256.3239312,5.088420737,0.401090679
256.3239312,5.112008595,0.401152139
256.3239312,5.135596453,0.401188501
256.3239312,5.15918431,0.401202165
256.3239312,5.182772168,0.401195791
256.3239312,5.206360026,0.401172102
256.3239312,5.229947884,0.401133818
256.3239312,5.253535741,0.401083661
256.3239312,5.277123599,0.401024352
256.3239312,5.300711457,0.400958613
256.3239312,5.324299315,0.400889164
256.3239312,5.347887173,0.400818727
256.3239312,5.37147503,0.400750023
256.3239312,5.395062888,0.400685775
256.3239312,5.418650746,0.400628702
256.3239312,5.442238604,0.400581526
256.3239312,5.465826462,0.400546958
256.3239312,5.489414319,0.400527586
256.3239312,5.513002177,0.400525614
256.3239312,5.536590035,0.400542504
256.3239312,5.560177893,0.400578728
256.3239312,5.58376575,0.400633869
256.3239312,5.607353608,0.400706962
256.3239312,5.630941466,0.40079682
256.3239312,5.654529324,0.40090221
256.3239312,5.678117182,0.401021898
256.3239312,5.701705039,0.401154651
256.3239312,5.725292897,0.401299237
256.3239312,5.748880755,0.401454422
256.3239312,5.772468613,0.401618972
256.3239312,5.796056471,0.401791654
256.3239312,5.819644328,0.401971235
256.3239312,5.843232186,0.402156483
256.3239312,5.866820044,0.402346163
256.3239312,5.890407902,0.402539042
256.3239312,5.913995759,0.402733888
256.3239312,5.937583617,0.402929466
256.3239312,5.961171475,0.403124548
256.3239312,5.984759333,0.403317972
256.3239312,6.008347191,0.403508834
256.3239312,6.031935048,0.403696772
256.3239312,6.055522906,0.403882209
256.3239312,6.079110764,0.404066339
256.3239312,6.102698622,0.40425087
256.3239312,6.12628648,0.404437746
256.3239312,6.149874337,0.404628966
256.3239312,6.173462195,0.404826534
256.3239312,6.197050053,0.405032452
256.3239312,6.220637911,0.405248725
256.3239312,6.244225768,0.405477353
256.3239312,6.267813626,0.405720341
256.3239312,6.291401484,0.405979691
256.3239312,6.314989342,0.406257406
256.3239312,6.3385772,0.406555489
256.3239312,6.362165057,0.406875943
256.3239312,6.385752915,0.407220771
256.3239312,6.409340773,0.407591975
256.3239312,6.432928631,0.407991532
256.3239312,6.456516489,0.408421212
256.3239312,6.480104346,0.408882218
256.3239312,6.503692204,0.409374717
256.3239312,6.527280062,0.409897605
256.3239312,6.55086792,0.410448707
256.3239312,6.574455777,0.411025243
256.3239312,6.598043635,0.411624203
256.3239312,6.621631493,0.412242542
256.3239312,6.645219351,0.412877216
256.3239312,6.668807209,0.413525181
256.3239312,6.692395066,0.414183391
256.3239312,6.715982924,0.414848802
256.3239312,6.739570782,0.415518369
256.3239312,6.76315864,0.416189049
256.3239312,6.786746498,0.416857795
256.3239312,6.810334355,0.417521565
256.3239312,6.833922213,0.418177312
256.3239312,6.857510071,0.418821994
256.3239312,6.881097929,0.419452564
256.3239312,6.904685786,0.420065979
256.3239312,6.928273644,0.420659193
256.3239312,6.951861502,0.421229163
256.3239312,6.97544936,0.421772843
256.3239312,6.999037218,0.42228719
256.3239312,7.022625075,0.422769157
256.3239312,7.046212933,0.423215702
256.3239312,7.069800791,0.423623779
256.3239312,7.093388649,0.423990344
256.3239312,7.116976506,0.424312352
256.3239312,7.140564364,0.424586759
256.3239312,7.164152222,0.424810519
256.3239312,7.18774008,0.424980589
256.3239312,7.211327938,0.425093924
256.3239312,7.234915795,0.425147479
256.3239312,7.258503653,0.42513821
256.3239312,7.282091511,0.425063071
256.3239312,7.305679369,0.42491902
256.3239312,7.329267227,0.42470301
256.3239312,7.352855084,0.424411997
256.3239312,7.376442942,0.424042937
256.3239312,7.4000308,0.423592786
256.3239312,7.423618658,0.423058497
256.3239312,7.447206515,0.422437028
256.3239312,7.470794373,0.421725333
256.3239312,7.494382231,0.420920368
256.3239312,7.517970089,0.420063249
256.3239312,7.541557947,0.41924489
256.3239312,7.565145804,0.418601567
257.8242517,0.512376327,0.333270256
257.8242517,0.535964185,0.334005653
257.8242517,0.559552042,0.334972112
257.8242517,0.5831399,0.336034349
257.8242517,0.606727758,0.337098996
257.8242517,0.630315616,0.338121696
257.8242517,0.653903473,0.339103627
257.8242517,0.677491331,0.340045965
257.8242517,0.701079189,0.340949889
257.8242517,0.724667047,0.341816577
257.8242517,0.748254905,0.342647206
257.8242517,0.771842762,0.343442955
257.8242517,0.79543062,0.344204999
257.8242517,0.819018478,0.344934519
257.8242517,0.842606336,0.345632691
257.8242517,0.866194194,0.346300692
257.8242517,0.889782051,0.346939702
257.8242517,0.913369909,0.347550897
257.8242517,0.936957767,0.348135455
257.8242517,0.960545625,0.348694554
257.8242517,0.984133482,0.349229372
257.8242517,1.00772134,0.349741086
257.8242517,1.031309198,0.350230875
257.8242517,1.054897056,0.350699915
257.8242517,1.078484914,0.351149385
257.8242517,1.102072771,0.351580463
257.8242517,1.125660629,0.351994326
257.8242517,1.149248487,0.352392151
257.8242517,1.172836345,0.352775118
257.8242517,1.196424202,0.353144402
257.8242517,1.22001206,0.353501183
257.8242517,1.243599918,0.353846638
257.8242517,1.267187776,0.354181944
257.8242517,1.290775634,0.35450828
257.8242517,1.314363491,0.354826823
257.8242517,1.337951349,0.35513875
257.8242517,1.361539207,0.35544524
257.8242517,1.385127065,0.355747471
257.8242517,1.408714923,0.35604662
257.8242517,1.43230278,0.356343864
257.8242517,1.455890638,0.356640382
257.8242517,1.479478496,0.35693735
257.8242517,1.503066354,0.357235927
257.8242517,1.526654211,0.357537198
257.8242517,1.550242069,0.357842105
257.8242517,1.573829927,0.358151373
257.8242517,1.597417785,0.358465518
257.8242517,1.621005643,0.35878492
257.8242517,1.6445935,0.359109895
257.8242517,1.668181358,0.359440742
257.8242517,1.691769216,0.35977776
257.8242517,1.715357074,0.36012125
257.8242517,1.738944932,0.360471511
257.8242517,1.762532789,0.360828842
257.8242517,1.786120647,0.361193544
257.8242517,1.809708505,0.361565914
257.8242517,1.833296363,0.361946255
257.8242517,1.85688422,0.362334863
257.8242517,1.880472078,0.36273204
257.8242517,1.904059936,0.363138085
257.8242517,1.927647794,0.363553297
257.8242517,1.951235652,0.363977976
257.8242517,1.974823509,0.364412422
257.8242517,1.998411367,0.364856926
257.8242517,2.021999225,0.365311714
257.8242517,2.045587083,0.365776806
257.8242517,2.069174941,0.366251836
257.8242517,2.092762798,0.366735937
257.8242517,2.116350656,0.367227802
257.8242517,2.139938514,0.367725863
257.8242517,2.163526372,0.368228443
257.8242517,2.187114229,0.36873385
257.8242517,2.210702087,0.369240389
257.8242517,2.234289945,0.369746367
257.8242517,2.257877803,0.37025009
257.8242517,2.281465661,0.370749863
257.8242517,2.305053518,0.371243994
257.8242517,2.328641376,0.371730788
257.8242517,2.352229234,0.372208551
257.8242517,2.375817092,0.372675589
257.8242517,2.39940495,0.373130209
257.8242517,2.422992807,0.373570716
257.8242517,2.446580665,0.373995418
257.8242517,2.470168523,0.374402657
257.8242517,2.493756381,0.374790947
257.8242517,2.517344238,0.375159201
257.8242517,2.540932096,0.375506962
257.8242517,2.564519954,0.375834457
257.8242517,2.588107812,0.37614241
257.8242517,2.61169567,0.376431796
257.8242517,2.635283527,0.376703665
257.8242517,2.658871385,0.376959073
257.8242517,2.682459243,0.377199075
257.8242517,2.706047101,0.377424727
257.8242517,2.729634959,0.377637084
257.8242517,2.753222816,0.377837203
257.8242517,2.776810674,0.378026138
257.8242517,2.800398532,0.378204946
257.8242517,2.82398639,0.378374683
257.8242517,2.847574247,0.378536403
257.8242517,2.871162105,0.378691163
257.8242517,2.894749963,0.378840018
257.8242517,2.918337821,0.378984025
257.8242517,2.941925679,0.379124231
257.8242517,2.965513536,0.379261645
257.8242517,2.989101394,0.379397168
257.8242517,3.012689252,0.379531508
257.8242517,3.03627711,0.379665152
257.8242517,3.059864967,0.379798406
257.8242517,3.083452825,0.379931477
257.8242517,3.107040683,0.380064537
257.8242517,3.130628541,0.380197754
257.8242517,3.154216399,0.380331295
257.8242517,3.177804256,0.380465328
257.8242517,3.201392114,0.380600021
257.8242517,3.224979972,0.380735541
257.8242517,3.24856783,0.380872056
257.8242517,3.272155688,0.381009733
257.8242517,3.295743545,0.38114874
257.8242517,3.319331403,0.381289245
257.8242517,3.342919261,0.381431415
257.8242517,3.366507119,0.381575418
257.8242517,3.390094976,0.381721421
257.8242517,3.413682834,0.381869593
257.8242517,3.437270692,0.3820201
257.8242517,3.46085855,0.38217311
257.8242517,3.484446408,0.382328793
257.8242517,3.508034265,0.382487316
257.8242517,3.531622123,0.382648851
257.8242517,3.555209981,0.382813567
257.8242517,3.578797839,0.382981635
257.8242517,3.602385697,0.383153226
257.8242517,3.625973554,0.383328511
257.8242517,3.649561412,0.383507661
257.8242517,3.67314927,0.383690846
257.8242517,3.696737128,0.383878237
257.8242517,3.720324985,0.384070005
257.8242517,3.743912843,0.384266321
257.8242517,3.767500701,0.384467356
257.8242517,3.791088559,0.38467328
257.8242517,3.814676417,0.384884265
257.8242517,3.838264274,0.38510048
257.8242517,3.861852132,0.385322098
257.8242517,3.88543999,0.385549288
257.8242517,3.909027848,0.385782222
257.8242517,3.932615706,0.38602107
257.8242517,3.956203563,0.386266004
257.8242517,3.979791421,0.386517192
257.8242517,4.003379279,0.386774797
257.8242517,4.026967137,0.387038949
257.8242517,4.050554994,0.387309716
257.8242517,4.074142852,0.387587082
257.8242517,4.09773071,0.387870953
257.8242517,4.121318568,0.388161186
257.8242517,4.144906426,0.388457613
257.8242517,4.168494283,0.388760065
257.8242517,4.192082141,0.389068372
257.8242517,4.215669999,0.389382362
257.8242517,4.239257857,0.389701867
257.8242517,4.262845715,0.390026714
257.8242517,4.286433572,0.390356735
257.8242517,4.31002143,0.390691758
257.8242517,4.333609288,0.391031613
257.8242517,4.357197146,0.391376131
257.8242517,4.380785003,0.391725139
257.8242517,4.404372861,0.392078469
257.8242517,4.427960719,0.392435949
257.8242517,4.451548577,0.392797409
257.8242517,4.475136435,0.393162677
257.8242517,4.498724292,0.393531559
257.8242517,4.52231215,0.393903801
257.8242517,4.545900008,0.394279036
257.8242517,4.569487866,0.394656753
257.8242517,4.593075724,0.395036316
257.8242517,4.616663581,0.395417019
257.8242517,4.640251439,0.395798124
257.8242517,4.663839297,0.39617889
257.8242517,4.687427155,0.396558576
257.8242517,4.711015012,0.39693644
257.8242517,4.73460287,0.39731174
257.8242517,4.758190728,0.397683735
257.8242517,4.781778586,0.398051683
257.8242517,4.805366444,0.398414844
257.8242517,4.828954301,0.398772475
257.8242517,4.852542159,0.399123836
257.8242517,4.876130017,0.399468184
257.8242517,4.899717875,0.399804779
257.8242517,4.923305732,0.400132878
257.8242517,4.94689359,0.40045174
257.8242517,4.970481448,0.400760625
257.8242517,4.994069306,0.401058789
257.8242517,5.017657164,0.401345494
257.8242517,5.041245021,0.401620015
257.8242517,5.064832879,0.401881684
257.8242517,5.088420737,0.402129941
257.8242517,5.112008595,0.402364382
257.8242517,5.135596453,0.402584737
257.8242517,5.15918431,0.402790831
257.8242517,5.182772168,0.402982525
257.8242517,5.206360026,0.403159687
257.8242517,5.229947884,0.403322187
257.8242517,5.253535741,0.403469893
257.8242517,5.277123599,0.403602676
257.8242517,5.300711457,0.403720405
257.8242517,5.324299315,0.403822949
257.8242517,5.347887173,0.403910177
257.8242517,5.37147503,0.403981958
257.8242517,5.395062888,0.404038163
257.8242517,5.418650746,0.404078659
257.8242517,5.442238604,0.404103317
257.8242517,5.465826462,0.404112011
257.8242517,5.489414319,0.404104676
257.8242517,5.513002177,0.404081433
257.8242517,5.536590035,0.404042766
257.8242517,5.560177893,0.403989642
257.8242517,5.58376575,0.403923463
257.8242517,5.607353608,0.403845897
257.8242517,5.630941466,0.403758722
257.8242517,5.654529324,0.403663736
257.8242517,5.678117182,0.403562741
257.8242517,5.701705039,0.403457534
257.8242517,5.725292897,0.403349916
257.8242517,5.748880755,0.403241687
257.8242517,5.772468613,0.403134645
257.8242517,5.796056471,0.403030591
257.8242517,5.819644328,0.402931325
257.8242517,5.843232186,0.402838645
257.8242517,5.866820044,0.402754352
257.8242517,5.890407902,0.402680245
257.8242517,5.913995759,0.402618124
257.8242517,5.937583617,0.402569788
257.8242517,5.961171475,0.402537036
257.8242517,5.984759333,0.402521633
257.8242517,6.008347191,0.402525229
257.8242517,6.031935048,0.402549223
257.8242517,6.055522906,0.402594656
257.8242517,6.079110764,0.402662213
257.8242517,6.102698622,0.402752345
257.8242517,6.12628648,0.402865394
257.8242517,6.149874337,0.403001676
257.8242517,6.173462195,0.403161507
257.8242517,6.197050053,0.403345202
257.8242517,6.220637911,0.403553075
257.8242517,6.244225768,0.403785442
257.8242517,6.267813626,0.404042618
257.8242517,6.291401484,0.404324918
257.8242517,6.314989342,0.404632657
257.8242517,6.3385772,0.40496615
257.8242517,6.362165057,0.405325712
257.8242517,6.385752915,0.405711658
257.8242517,6.409340773,0.406124304
