delta_c/2pi (MHz),Omega_c/2pi (MHz),Ion Amplitude (arb. units)
-996.4482628,1.63562195,0.206142769
-996.4482628,1.643284677,0.207301248
-996.4482628,1.650947405,0.208464823
-996.4482628,1.658610132,0.209633178
-996.4482628,1.666272859,0.210805997
-996.4482628,1.673935587,0.211982963
-996.4482628,1.681598314,0.213163759
-996.4482628,1.689261042,0.214348071
-996.4482628,1.696923769,0.21553558
-996.4482628,1.704586496,0.216725972
-996.4482628,1.712249224,0.217918929
-996.4482628,1.719911951,0.219114136
-996.4482628,1.727574679,0.220311275
-996.4482628,1.735237406,0.221510031
-996.4482628,1.742900133,0.222710087
-996.4482628,1.750562861,0.223911128
-996.4482628,1.758225588,0.225112836
-996.4482628,1.765888315,0.226314895
-996.4482628,1.773551043,0.22751699
-996.4482628,1.78121377,0.228718803
-996.4482628,1.788876498,0.229920018
-996.4482628,1.796539225,0.23112032
-996.4482628,1.804201952,0.232319391
-996.4482628,1.81186468,0.233516916
-996.4482628,1.819527407,0.234712578
-996.4482628,1.827190135,0.23590606
-996.4482628,1.834852862,0.237097047
-996.4482628,1.842515589,0.238285222
-996.4482628,1.850178317,0.239470269
-996.4482628,1.857841044,0.240651872
-996.4482628,1.865503772,0.241829713
-996.4482628,1.873166499,0.243003477
-996.4482628,1.880829226,0.244172848
-996.4482628,1.888491954,0.245337509
-996.4482628,1.896154681,0.246497144
-996.4482628,1.903817408,0.247651436
-996.4482628,1.911480136,0.24880007
-996.4482628,1.919142863,0.249942728
-996.4482628,1.926805591,0.251079095
-996.4482628,1.934468318,0.252208855
-996.4482628,1.942131045,0.25333169
-996.4482628,1.949793773,0.254447285
-996.4482628,1.9574565,0.255555323
-996.4482628,1.965119228,0.256655487
-996.4482628,1.972781955,0.257747463
-996.4482628,1.980444682,0.258830933
-996.4482628,1.98810741,0.259905581
-996.4482628,1.995770137,0.26097109
-996.4482628,2.003432865,0.262027145
-996.4482628,2.011095592,0.263073429
-996.4482628,2.018758319,0.264109625
-996.4482628,2.026421047,0.265135418
-996.4482628,2.034083774,0.266150491
-996.4482628,2.041746501,0.267154527
-996.4482628,2.049409229,0.268147211
-996.4482628,2.057071956,0.269128226
-996.4482628,2.064734684,0.270097256
-996.4482628,2.072397411,0.271053985
-996.4482628,2.080060138,0.271998112
-996.4482628,2.087722866,0.272929391
-996.4482628,2.095385593,0.273847683
-996.4482628,2.103048321,0.274753007
-996.4482628,2.110711048,0.275645533
-996.4482628,2.118373775,0.276525528
-996.4482628,2.126036503,0.277393306
-996.4482628,2.13369923,0.278249188
-996.4482628,2.141361957,0.279093498
-996.4482628,2.149024685,0.27992656
-996.4482628,2.156687412,0.280748695
-996.4482628,2.16435014,0.281560227
-996.4482628,2.172012867,0.282361479
-996.4482628,2.179675594,0.283152774
-996.4482628,2.187338322,0.283934436
-996.4482628,2.195001049,0.284706787
-996.4482628,2.202663777,0.28547015
-996.4482628,2.210326504,0.286224848
-996.4482628,2.217989231,0.286971205
-996.4482628,2.225651959,0.287709543
-996.4482628,2.233314686,0.288440186
-996.4482628,2.240977414,0.289163456
-996.4482628,2.248640141,0.289879677
-996.4482628,2.256302868,0.290589172
-996.4482628,2.263965596,0.291292263
-996.4482628,2.271628323,0.291989274
-996.4482628,2.27929105,0.292680528
-996.4482628,2.286953778,0.293366348
-996.4482628,2.294616505,0.294047057
-996.4482628,2.302279233,0.294722978
-996.4482628,2.30994196,0.295394433
-996.4482628,2.317604687,0.296061747
-996.4482628,2.325267415,0.296725242
-996.4482628,2.332930142,0.297385241
-996.4482628,2.34059287,0.298042068
-996.4482628,2.348255597,0.298696044
-996.4482628,2.355918324,0.299347494
-996.4482628,2.363581052,0.299996741
-996.4482628,2.371243779,0.300644107
-996.4482628,2.378906507,0.301289915
-996.4482628,2.386569234,0.301934489
-996.4482628,2.394231961,0.302578152
-996.4482628,2.401894689,0.303221226
-996.4482628,2.409557416,0.303864035
-996.4482628,2.417220143,0.304506902
-996.4482628,2.424882871,0.305150149
-996.4482628,2.432545598,0.305794101
-996.4482628,2.440208326,0.306439079
-996.4482628,2.447871053,0.307085408
-996.4482628,2.45553378,0.307733409
-996.4482628,2.463196508,0.308383407
-996.4482628,2.470859235,0.309035723
-996.4482628,2.478521963,0.309690682
-996.4482628,2.48618469,0.310348606
-996.4482628,2.493847417,0.311009819
-996.4482628,2.501510145,0.311674642
-996.4482628,2.509172872,0.312343401
-996.4482628,2.516835599,0.313016416
-996.4482628,2.524498327,0.313694012
-996.4482628,2.532161054,0.314376512
-996.4482628,2.539823782,0.315064239
-996.4482628,2.547486509,0.315757515
-996.4482628,2.555149236,0.316456663
-996.4482628,2.562811964,0.317162008
-996.4482628,2.570474691,0.317873871
-996.4482628,2.578137419,0.318592577
-996.4482628,2.585800146,0.319318447
-996.4482628,2.593462873,0.320051805
-996.4482628,2.601125601,0.320792974
-996.4482628,2.608788328,0.321542278
-996.4482628,2.616451056,0.322300038
-996.4482628,2.624113783,0.323066579
-996.4482628,2.63177651,0.323842223
-996.4482628,2.639439238,0.324627293
-996.4482628,2.647101965,0.325422113
-996.4482628,2.654764692,0.326227005
-996.4482628,2.66242742,0.327042292
-996.4482628,2.670090147,0.327868298
-996.4482628,2.677752875,0.328705346
-996.4482628,2.685415602,0.329553758
-996.4482628,2.693078329,0.330413858
-996.4482628,2.700741057,0.331285969
-996.4482628,2.708403784,0.332170413
-996.4482628,2.716066512,0.333067515
-996.4482628,2.723729239,0.333977596
-996.4482628,2.731391966,0.33490098
-996.4482628,2.739054694,0.33583799
-996.4482628,2.746717421,0.336788949
-996.4482628,2.754380149,0.337754181
-996.4482628,2.762042876,0.338734007
-996.4482628,2.769705603,0.339728752
-996.4482628,2.777368331,0.340738738
-996.4482628,2.785031058,0.341764288
-996.4482628,2.792693785,0.342805726
-996.4482628,2.800356513,0.343863374
-996.4482628,2.80801924,0.344937555
-996.4482628,2.815681968,0.345986714
-996.4482628,2.823344695,0.346925168
-996.4482628,2.831007422,0.34763064
-994.9475547,0.539851933,0.082494031
-994.9475547,0.547514661,0.08313236
-994.9475547,0.555177388,0.083984696
-994.9475547,0.562840116,0.084942546
-994.9475547,0.570502843,0.085929531
-994.9475547,0.57816557,0.086908398
-994.9475547,0.585828298,0.087879286
-994.9475547,0.593491025,0.088842334
-994.9475547,0.601153753,0.089797679
-994.9475547,0.60881648,0.090745461
-994.9475547,0.616479207,0.091685818
-994.9475547,0.624141935,0.092618887
-994.9475547,0.631804662,0.093544809
-994.9475547,0.639467389,0.09446372
-994.9475547,0.647130117,0.09537576
-994.9475547,0.654792844,0.096281067
-994.9475547,0.662455572,0.097179779
-994.9475547,0.670118299,0.098072035
-994.9475547,0.677781026,0.098957974
-994.9475547,0.685443754,0.099837733
-994.9475547,0.693106481,0.100711451
-994.9475547,0.700769209,0.101579267
-994.9475547,0.708431936,0.102441319
-994.9475547,0.716094663,0.103297745
-994.9475547,0.723757391,0.104148684
-994.9475547,0.731420118,0.104994275
-994.9475547,0.739082846,0.105834655
-994.9475547,0.746745573,0.106669964
-994.9475547,0.7544083,0.107500339
-994.9475547,0.762071028,0.108325919
-994.9475547,0.769733755,0.109146843
-994.9475547,0.777396482,0.109963249
-994.9475547,0.78505921,0.110775276
-994.9475547,0.792721937,0.111583061
-994.9475547,0.800384665,0.112386743
-994.9475547,0.808047392,0.113186462
-994.9475547,0.815710119,0.113982354
-994.9475547,0.823372847,0.114774559
-994.9475547,0.831035574,0.115563215
-994.9475547,0.838698302,0.116348461
-994.9475547,0.846361029,0.117130434
-994.9475547,0.854023756,0.117909274
-994.9475547,0.861686484,0.118685119
-994.9475547,0.869349211,0.119458107
-994.9475547,0.877011938,0.120228377
-994.9475547,0.884674666,0.120996067
-994.9475547,0.892337393,0.121761316
-994.9475547,0.900000121,0.122524261
-994.9475547,0.907662848,0.123285042
-994.9475547,0.915325575,0.124043797
-994.9475547,0.922988303,0.124800664
-994.9475547,0.93065103,0.125555782
-994.9475547,0.938313758,0.12630929
-994.9475547,0.945976485,0.127061325
-994.9475547,0.953639212,0.127812026
-994.9475547,0.96130194,0.128561532
-994.9475547,0.968964667,0.12930998
-994.9475547,0.976627395,0.13005751
-994.9475547,0.984290122,0.13080426
-994.9475547,0.991952849,0.131550368
-994.9475547,0.999615577,0.132295974
-994.9475547,1.007278304,0.133041214
-994.9475547,1.014941031,0.133786228
-994.9475547,1.022603759,0.134531153
-994.9475547,1.030266486,0.13527613
-994.9475547,1.037929214,0.136021295
-994.9475547,1.045591941,0.136766788
-994.9475547,1.053254668,0.137512747
-994.9475547,1.060917396,0.13825931
-994.9475547,1.068580123,0.139006615
-994.9475547,1.076242851,0.139754802
-994.9475547,1.083905578,0.140504008
-994.9475547,1.091568305,0.141254373
-994.9475547,1.099231033,0.142006034
-994.9475547,1.10689376,0.142759129
-994.9475547,1.114556488,0.143513798
-994.9475547,1.122219215,0.144270179
-994.9475547,1.129881942,0.14502841
-994.9475547,1.13754467,0.14578863
-994.9475547,1.145207397,0.146550977
-994.9475547,1.152870124,0.14731559
-994.9475547,1.160532852,0.148082606
-994.9475547,1.168195579,0.148852165
-994.9475547,1.175858307,0.149624405
-994.9475547,1.183521034,0.150399464
-994.9475547,1.191183761,0.151177481
-994.9475547,1.198846489,0.151958594
-994.9475547,1.206509216,0.152742942
-994.9475547,1.214171944,0.153530663
-994.9475547,1.221834671,0.154321895
-994.9475547,1.229497398,0.155116777
-994.9475547,1.237160126,0.155915448
-994.9475547,1.244822853,0.156718045
-994.9475547,1.25248558,0.157524708
-994.9475547,1.260148308,0.158335575
-994.9475547,1.267811035,0.159150783
-994.9475547,1.275473763,0.159970473
-994.9475547,1.28313649,0.160794781
-994.9475547,1.290799217,0.161623847
-994.9475547,1.298461945,0.162457808
-994.9475547,1.306124672,0.163296804
-994.9475547,1.3137874,0.164140973
-994.9475547,1.321450127,0.164990453
-994.9475547,1.329112854,0.165845383
-994.9475547,1.336775582,0.166705901
-994.9475547,1.344438309,0.167572146
-994.9475547,1.352101037,0.168444255
-994.9475547,1.359763764,0.169322368
-994.9475547,1.367426491,0.170206623
-994.9475547,1.375089219,0.171097158
-994.9475547,1.382751946,0.171994112
-994.9475547,1.390414673,0.172897623
-994.9475547,1.398077401,0.173807829
-994.9475547,1.405740128,0.17472487
-994.9475547,1.413402856,0.175648883
-994.9475547,1.421065583,0.176580008
-994.9475547,1.42872831,0.177518381
-994.9475547,1.436391038,0.178464143
-994.9475547,1.444053765,0.179417431
-994.9475547,1.451716493,0.180378383
-994.9475547,1.45937922,0.181347139
-994.9475547,1.467041947,0.182323836
-994.9475547,1.474704675,0.183308614
-994.9475547,1.482367402,0.184301609
-994.9475547,1.49003013,0.185302962
-994.9475547,1.497692857,0.18631281
-994.9475547,1.505355584,0.187331292
-994.9475547,1.513018312,0.188358546
-994.9475547,1.520681039,0.18939471
-994.9475547,1.528343766,0.190439911
-994.9475547,1.536006494,0.191494235
-994.9475547,1.543669221,0.192557692
-994.9475547,1.551331949,0.193630177
-994.9475547,1.558994676,0.194711482
-994.9475547,1.566657403,0.19580133
-994.9475547,1.574320131,0.196899414
-994.9475547,1.581982858,0.19800542
-994.9475547,1.589645586,0.199119034
-994.9475547,1.597308313,0.200239943
-994.9475547,1.60497104,0.201367832
-994.9475547,1.612633768,0.202502387
-994.9475547,1.620296495,0.203643295
-994.9475547,1.627959223,0.204790241
-994.9475547,1.63562195,0.205942912
-994.9475547,1.643284677,0.207100994
-994.9475547,1.650947405,0.208264172
-994.9475547,1.658610132,0.209432133
-994.9475547,1.666272859,0.210604563
-994.9475547,1.673935587,0.211781148
-994.9475547,1.681598314,0.212961575
-994.9475547,1.689261042,0.214145528
-994.9475547,1.696923769,0.215332694
-994.9475547,1.704586496,0.21652276
-994.9475547,1.712249224,0.21771541
-994.9475547,1.719911951,0.218910333
-994.9475547,1.727574679,0.220107212
-994.9475547,1.735237406,0.221305735
-994.9475547,1.742900133,0.222505588
-994.9475547,1.750562861,0.223706457
-994.9475547,1.758225588,0.224908027
-994.9475547,1.765888315,0.226109985
-994.9475547,1.773551043,0.227312016
-994.9475547,1.78121377,0.228513808
-994.9475547,1.788876498,0.229715046
-994.9475547,1.796539225,0.230915415
-994.9475547,1.804201952,0.232114603
-994.9475547,1.81186468,0.233312295
-994.9475547,1.819527407,0.234508177
-994.9475547,1.827190135,0.235701936
-994.9475547,1.834852862,0.236893257
-994.9475547,1.842515589,0.238081827
-994.9475547,1.850178317,0.239267331
-994.9475547,1.857841044,0.240449455
-994.9475547,1.865503772,0.241627887
-994.9475547,1.873166499,0.242802311
-994.9475547,1.880829226,0.243972413
-994.9475547,1.888491954,0.245137881
-994.9475547,1.896154681,0.2462984
-994.9475547,1.903817408,0.247453656
-994.9475547,1.911480136,0.248603334
-994.9475547,1.919142863,0.249747122
-994.9475547,1.926805591,0.250884705
-994.9475547,1.934468318,0.25201577
-994.9475547,1.942131045,0.253140002
-994.9475547,1.949793773,0.254257087
-994.9475547,1.9574565,0.255366712
-994.9475547,1.965119228,0.256468562
-994.9475547,1.972781955,0.257562324
-994.9475547,1.980444682,0.258647684
-994.9475547,1.98810741,0.259724327
-994.9475547,1.995770137,0.26079194
-994.9475547,2.003432865,0.26185021
-994.9475547,2.011095592,0.262898821
-994.9475547,2.018758319,0.26393746
-994.9475547,2.026421047,0.264965813
-994.9475547,2.034083774,0.265983567
-994.9475547,2.041746501,0.266990407
-994.9475547,2.049409229,0.267986019
-994.9475547,2.057071956,0.268970089
-994.9475547,2.064734684,0.269942304
-994.9475547,2.072397411,0.27090235
-994.9475547,2.080060138,0.271849929
-994.9475547,2.087722866,0.272784795
-994.9475547,2.095385593,0.273706807
-994.9475547,2.103048321,0.274615979
-994.9475547,2.110711048,0.275512474
-994.9475547,2.118373775,0.276396549
-994.9475547,2.126036503,0.277268504
-994.9475547,2.13369923,0.278128651
-994.9475547,2.141361957,0.278977302
-994.9475547,2.149024685,0.279814768
-994.9475547,2.156687412,0.28064136
-994.9475547,2.16435014,0.28145739
-994.9475547,2.172012867,0.282263169
-994.9475547,2.179675594,0.28305901
-994.9475547,2.187338322,0.283845222
-994.9475547,2.195001049,0.284622119
-994.9475547,2.202663777,0.285390011
-994.9475547,2.210326504,0.28614921
-994.9475547,2.217989231,0.286900027
-994.9475547,2.225651959,0.287642774
-994.9475547,2.233314686,0.288377762
-994.9475547,2.240977414,0.289105303
-994.9475547,2.248640141,0.289825708
-994.9475547,2.256302868,0.290539289
-994.9475547,2.263965596,0.291246357
-994.9475547,2.271628323,0.291947224
-994.9475547,2.27929105,0.292642202
-994.9475547,2.286953778,0.293331601
-994.9475547,2.294616505,0.294015733
-994.9475547,2.302279233,0.29469491
-994.9475547,2.30994196,0.295369443
-994.9475547,2.317604687,0.296039644
-994.9475547,2.325267415,0.296705824
-994.9475547,2.332930142,0.297368294
-994.9475547,2.34059287,0.298027367
-994.9475547,2.348255597,0.298683353
-994.9475547,2.355918324,0.299336565
-994.9475547,2.363581052,0.299987313
-994.9475547,2.371243779,0.300635909
-994.9475547,2.378906507,0.301282665
-994.9475547,2.386569234,0.301927891
-994.9475547,2.394231961,0.302571901
-994.9475547,2.401894689,0.303215004
-994.9475547,2.409557416,0.303857513
-994.9475547,2.417220143,0.304499739
-994.9475547,2.424882871,0.305141993
-994.9475547,2.432545598,0.305784588
-994.9475547,2.440208326,0.306427834
-994.9475547,2.447871053,0.307072043
-994.9475547,2.45553378,0.307717526
-994.9475547,2.463196508,0.308364595
-994.9475547,2.470859235,0.309013562
-994.9475547,2.478521963,0.309664738
-994.9475547,2.48618469,0.310318434
-994.9475547,2.493847417,0.310974962
-994.9475547,2.501510145,0.311634633
-994.9475547,2.509172872,0.312297759
-994.9475547,2.516835599,0.312964652
-994.9475547,2.524498327,0.313635622
-994.9475547,2.532161054,0.314310982
-994.9475547,2.539823782,0.314991043
-994.9475547,2.547486509,0.315676116
-994.9475547,2.555149236,0.316366512
-994.9475547,2.562811964,0.317062545
-994.9475547,2.570474691,0.317764523
-994.9475547,2.578137419,0.31847276
-994.9475547,2.585800146,0.319187567
-994.9475547,2.593462873,0.319909255
-994.9475547,2.601125601,0.320638136
-994.9475547,2.608788328,0.321374521
-994.9475547,2.616451056,0.322118722
-994.9475547,2.624113783,0.32287105
-994.9475547,2.63177651,0.323631817
-994.9475547,2.639439238,0.324401333
-994.9475547,2.647101965,0.325179912
-994.9475547,2.654764692,0.325967863
-994.9475547,2.66242742,0.3267655
-994.9475547,2.670090147,0.327573132
-994.9475547,2.677752875,0.328391072
-994.9475547,2.685415602,0.329219631
-994.9475547,2.693078329,0.330059121
-994.9475547,2.700741057,0.330909853
-994.9475547,2.708403784,0.331772138
-994.9475547,2.716066512,0.332646288
-994.9475547,2.723729239,0.333532615
-994.9475547,2.731391966,0.33443143
-994.9475547,2.739054694,0.335343045
-994.9475547,2.746717421,0.33626777
-994.9475547,2.754380149,0.337205918
-994.9475547,2.762042876,0.3381578
-994.9475547,2.769705603,0.339123728
-994.9475547,2.777368331,0.340104012
-994.9475547,2.785031058,0.341098965
-994.9475547,2.792693785,0.342108898
-994.9475547,2.800356513,0.343134122
-994.9475547,2.80801924,0.344174949
