delta_c/2pi (MHz),Omega_p/2pi (MHz),EIT Amplitude (arb. units)
-996.4436988,3.390094976,0.04330179
-996.4436988,3.413682834,0.043519462
-996.4436988,3.437270692,0.043527595
-996.4436988,3.46085855,0.043313147
-996.4436988,3.484446408,0.042869712
-996.4436988,3.508034265,0.04220104
-996.4436988,3.531622123,0.041321462
-996.4436988,3.555209981,0.040252798
-996.4436988,3.578797839,0.039020464
-996.4436988,3.602385697,0.037650911
-996.4436988,3.625973554,0.036170647
-996.4436988,3.649561412,0.034606178
-996.4436988,3.67314927,0.032984012
-996.4436988,3.696737128,0.031330659
-996.4436988,3.720324985,0.029672624
-996.4436988,3.743912843,0.028036417
-996.4436988,3.767500701,0.026448544
-996.4436988,3.791088559,0.024935514
-996.4436988,3.814676417,0.023523834
-996.4436988,3.838264274,0.022240013
-996.4436988,3.861852132,0.021110557
-996.4436988,3.88543999,0.020161974
-996.4436988,3.909027848,0.019420773
-996.4436988,3.932615706,0.018913461
-996.4436988,3.956203563,0.018666546
-996.4436988,3.979791421,0.018706397
-996.4436988,4.003379279,0.019057428
-996.4436988,4.026967137,0.019737641
-996.4436988,4.050554994,0.020752068
-996.4436988,4.074142852,0.022087982
-996.4436988,4.09773071,0.023716109
-996.4436988,4.121318568,0.025596693
-996.4436988,4.144906426,0.02768549
-996.4436988,4.168494283,0.029937272
-996.4436988,4.192082141,0.032306793
-996.4436988,4.215669999,0.034748808
-996.4436988,4.239257857,0.037218075
-996.4436988,4.262845715,0.039669347
-996.4436988,4.286433572,0.04205738
-996.4436988,4.31002143,0.044336931
-996.4436988,4.333609288,0.046462754
-996.4436988,4.357197146,0.048389606
-996.4436988,4.380785003,0.050072241
-996.4436988,4.404372861,0.051465415
-996.4436988,4.427960719,0.052523884
-996.4436988,4.451548577,0.053202404
-996.4436988,4.475136435,0.053456128
-996.4436988,4.498724292,0.053243728
-996.4436988,4.52231215,0.052534067
-996.4436988,4.545900008,0.05131511
-996.4436988,4.569487866,0.049599117
-996.4436988,4.593075724,0.047419316
-996.4436988,4.616663581,0.044821242
-996.4436988,4.640251439,0.041855253
-996.4436988,4.663839297,0.038572537
-996.4436988,4.687427155,0.035024283
-996.4436988,4.711015012,0.031261681
-996.4436988,4.73460287,0.02733592
-996.4436988,4.758190728,0.023298189
-996.4436988,4.781778586,0.019199678
-996.4436988,4.805366444,0.015091575
-996.4436988,4.828954301,0.01102507
-996.4436988,4.852542159,0.007051353
-996.4436988,4.876130017,0.003221612
-996.4436988,4.899717875,-0.000412963
-996.4436988,4.923305732,-0.003801183
-996.4436988,4.94689359,-0.006891858
-996.4436988,4.970481448,-0.0096338
-996.4436988,4.994069306,-0.011975819
-996.4436988,5.017657164,-0.013866929
-996.4436988,5.041245021,-0.015258983
-996.4436988,5.064832879,-0.01611314
-996.4436988,5.088420737,-0.016409355
-996.4436988,5.112008595,-0.016153305
-996.4436988,5.135596453,-0.015374608
-996.4436988,5.15918431,-0.014118036
-996.4436988,5.182772168,-0.01243484
-996.4436988,5.206360026,-0.010377693
-996.4436988,5.229947884,-0.007999291
-996.4436988,5.253535741,-0.005352325
-996.4436988,5.277123599,-0.002489491
-996.4436988,5.300711457,0.000536517
-996.4436988,5.324299315,0.003673006
-996.4436988,5.347887173,0.006867281
-996.4436988,5.37147503,0.01006665
-996.4436988,5.395062888,0.013218417
-996.4436988,5.418650746,0.016269889
-996.4436988,5.442238604,0.019168372
-996.4436988,5.465826462,0.021861408
-996.4436988,5.489414319,0.024299187
-996.4436988,5.513002177,0.026440105
-996.4436988,5.536590035,0.028258606
-996.4436988,5.560177893,0.029750406
-996.4436988,5.58376575,0.030930387
-996.4436988,5.607353608,0.031825168
-996.4436988,5.630941466,0.032466209
-996.4436988,5.654529324,0.032885934
-996.4436988,5.678117182,0.033116772
-996.4436988,5.701705039,0.033191155
-996.4436988,5.725292897,0.033141513
-996.4436988,5.748880755,0.033000276
-996.4436988,5.772468613,0.032799874
-996.4436988,5.796056471,0.032572738
-996.4436988,5.819644328,0.032351298
-996.4436988,5.843232186,0.032167984
-996.4436988,5.866820044,0.032055227
-996.4436988,5.890407902,0.032045458
-996.4436988,5.913995759,0.032171105
-996.4436988,5.937583617,0.032464601
-996.4436988,5.961171475,0.032958317
-996.4436988,5.984759333,0.03368339
-996.4436988,6.008347191,0.034666432
-996.4436988,6.031935048,0.035924426
-996.4436988,6.055522906,0.037460446
-996.4436988,6.079110764,0.039263907
-996.4436988,6.102698622,0.041315092
-996.4436988,6.12628648,0.043590153
-996.4436988,6.149874337,0.046064194
-996.4436988,6.173462195,0.048712288
-996.4436988,6.197050053,0.051509509
-996.4436988,6.220637911,0.054430929
-996.4436988,6.244225768,0.05745162
-996.4436988,6.267813626,0.060546657
-996.4436988,6.291401484,0.06369111
-996.4436988,6.314989342,0.066860055
-996.4436988,6.3385772,0.070028562
-996.4436988,6.362165057,0.073171705
-996.4436988,6.385752915,0.076264557
-996.4436988,6.409340773,0.07928219
-996.4436988,6.432928631,0.082199842
-996.4436988,6.456516489,0.084993992
-996.4436988,6.480104346,0.087644565
-996.4436988,6.503692204,0.090137747
-996.4436988,6.527280062,0.092467453
-996.4436988,6.55086792,0.094634062
-996.4436988,6.574455777,0.096641637
-996.4436988,6.598043635,0.098495624
-996.4436988,6.621631493,0.100201682
-996.4436988,6.645219351,0.101765472
-996.4436988,6.668807209,0.103192651
-996.4436988,6.692395066,0.10448888
-996.4436988,6.715982924,0.105659817
-996.4436988,6.739570782,0.106711123
-996.4436988,6.76315864,0.107648455
-996.4436988,6.786746498,0.108477473
-996.4436988,6.810334355,0.109203837
-996.4436988,6.833922213,0.109833206
-996.4436988,6.857510071,0.110371239
-996.4436988,6.881097929,0.110823595
-996.4436988,6.904685786,0.111195933
-996.4436988,6.928273644,0.111493913
-996.4436988,6.951861502,0.111723194
-996.4436988,6.97544936,0.111889435
-996.4436988,6.999037218,0.111998296
-996.4436988,7.022625075,0.112055435
-996.4436988,7.046212933,0.112066512
-996.4436988,7.069800791,0.112037186
-996.4436988,7.093388649,0.111973116
-996.4436988,7.116976506,0.111879962
-996.4436988,7.140564364,0.111763383
-996.4436988,7.164152222,0.111629038
-996.4436988,7.18774008,0.111482586
-996.4436988,7.211327938,0.111329686
-996.4436988,7.234915795,0.111175998
-996.4436988,7.258503653,0.111027182
-996.4436988,7.282091511,0.110888895
-996.4436988,7.305679369,0.110766798
-996.4436988,7.329267227,0.110666549
-996.4436988,7.352855084,0.110593809
-996.4436988,7.376442942,0.110554235
-996.4436988,7.4000308,0.110553488
-996.4436988,7.423618658,0.110597227
-996.4436988,7.447206515,0.11069111
-996.4436988,7.470794373,0.110840798
-996.4436988,7.494382231,0.111051949
-996.4436988,7.517970089,0.111311613
-996.4436988,7.541557947,0.111584242
-996.4436988,7.565145804,0.111811725
-994.9433783,0.512376327,0.008921061
-994.9433783,0.535964185,0.008707936
-994.9433783,0.559552042,0.008459747
-994.9433783,0.5831399,0.008236319
-994.9433783,0.606727758,0.008074617
-994.9433783,0.630315616,0.007988948
-994.9433783,0.653903473,0.007975197
-994.9433783,0.677491331,0.008029247
-994.9433783,0.701079189,0.008146983
-994.9433783,0.724667047,0.00832429
-994.9433783,0.748254905,0.008557051
-994.9433783,0.771842762,0.008841151
-994.9433783,0.79543062,0.009172474
-994.9433783,0.819018478,0.009546905
-994.9433783,0.842606336,0.009960327
-994.9433783,0.866194194,0.010408625
-994.9433783,0.889782051,0.010887683
-994.9433783,0.913369909,0.011393386
-994.9433783,0.936957767,0.011921617
-994.9433783,0.960545625,0.012468261
-994.9433783,0.984133482,0.013029202
-994.9433783,1.00772134,0.013600325
-994.9433783,1.031309198,0.014177514
-994.9433783,1.054897056,0.014756653
-994.9433783,1.078484914,0.015333626
-994.9433783,1.102072771,0.015904317
-994.9433783,1.125660629,0.016464612
-994.9433783,1.149248487,0.017010393
-994.9433783,1.172836345,0.017537546
-994.9433783,1.196424202,0.018041955
-994.9433783,1.22001206,0.018519503
-994.9433783,1.243599918,0.018966076
-994.9433783,1.267187776,0.019377557
-994.9433783,1.290775634,0.019749831
-994.9433783,1.314363491,0.020078782
-994.9433783,1.337951349,0.020360294
-994.9433783,1.361539207,0.020590251
-994.9433783,1.385127065,0.020764539
-994.9433783,1.408714923,0.02087904
-994.9433783,1.43230278,0.02092964
-994.9433783,1.455890638,0.020912222
-994.9433783,1.479478496,0.020822684
-994.9433783,1.503066354,0.02065718
-994.9433783,1.526654211,0.020412806
-994.9433783,1.550242069,0.020088646
-994.9433783,1.573829927,0.019686647
-994.9433783,1.597417785,0.019211561
-994.9433783,1.621005643,0.018670003
-994.9433783,1.6445935,0.018069429
-994.9433783,1.668181358,0.017417505
-994.9433783,1.691769216,0.016721907
-994.9433783,1.715357074,0.015990306
-994.9433783,1.738944932,0.015230376
-994.9433783,1.762532789,0.01444979
-994.9433783,1.786120647,0.013656222
-994.9433783,1.809708505,0.012857345
-994.9433783,1.833296363,0.012060833
-994.9433783,1.85688422,0.011274358
-994.9433783,1.880472078,0.010505594
-994.9433783,1.904059936,0.009762215
-994.9433783,1.927647794,0.009051893
-994.9433783,1.951235652,0.008382302
-994.9433783,1.974823509,0.007761116
-994.9433783,1.998411367,0.007195966
-994.9433783,2.021999225,0.006694086
-994.9433783,2.045587083,0.006261523
-994.9433783,2.069174941,0.005902066
-994.9433783,2.092762798,0.005616575
-994.9433783,2.116350656,0.005403345
-994.9433783,2.139938514,0.005259139
-994.9433783,2.163526372,0.005180104
-994.9433783,2.187114229,0.005162274
-994.9433783,2.210702087,0.005201687
-994.9433783,2.234289945,0.005294375
-994.9433783,2.257877803,0.005436375
-994.9433783,2.281465661,0.005623721
-994.9433783,2.305053518,0.005852449
-994.9433783,2.328641376,0.006118594
-994.9433783,2.352229234,0.00641819
-994.9433783,2.375817092,0.006747273
-994.9433783,2.39940495,0.007101878
-994.9433783,2.422992807,0.007478039
-994.9433783,2.446580665,0.007871794
-994.9433783,2.470168523,0.008279291
-994.9433783,2.493756381,0.008697189
-994.9433783,2.517344238,0.009123354
-994.9433783,2.540932096,0.009557558
-994.9433783,2.564519954,0.01000163
-994.9433783,2.588107812,0.010458909
-994.9433783,2.61169567,0.010933482
-994.9433783,2.635283527,0.011429666
-994.9433783,2.658871385,0.011951797
-994.9433783,2.682459243,0.012504208
-994.9433783,2.706047101,0.013091235
-994.9433783,2.729634959,0.013717212
-994.9433783,2.753222816,0.014386472
-994.9433783,2.776810674,0.015103352
-994.9433783,2.800398532,0.015872185
-994.9433783,2.82398639,0.016697306
-994.9433783,2.847574247,0.017583048
-994.9433783,2.871162105,0.018533748
-994.9433783,2.894749963,0.019553739
-994.9433783,2.918337821,0.020647356
-994.9433783,2.941925679,0.021818769
-994.9433783,2.965513536,0.0230711
-994.9433783,2.989101394,0.024404726
-994.9433783,3.012689252,0.025815224
-994.9433783,3.03627711,0.027292489
-994.9433783,3.059864967,0.02882184
-994.9433783,3.083452825,0.030386099
-994.9433783,3.107040683,0.031967196
-994.9433783,3.130628541,0.033546949
-994.9433783,3.154216399,0.035107175
-994.9433783,3.177804256,0.036629691
-994.9433783,3.201392114,0.038096314
-994.9433783,3.224979972,0.039488861
-994.9433783,3.24856783,0.040789148
-994.9433783,3.272155688,0.041978994
-994.9433783,3.295743545,0.043040215
-994.9433783,3.319331403,0.043954629
-994.9433783,3.342919261,0.044704051
-994.9433783,3.366507119,0.0452703
-994.9433783,3.390094976,0.045635192
-994.9433783,3.413682834,0.045780563
-994.9433783,3.437270692,0.045689023
-994.9433783,3.46085855,0.04534642
-994.9433783,3.484446408,0.044745934
-994.9433783,3.508034265,0.043891955
-994.9433783,3.531622123,0.042800555
-994.9433783,3.555209981,0.041496074
-994.9433783,3.578797839,0.040006826
-994.9433783,3.602385697,0.038362263
-994.9433783,3.625973554,0.036591901
-994.9433783,3.649561412,0.034725257
-994.9433783,3.67314927,0.032791848
-994.9433783,3.696737128,0.030821189
-994.9433783,3.720324985,0.028842799
-994.9433783,3.743912843,0.026886193
-994.9433783,3.767500701,0.024980888
-994.9433783,3.791088559,0.0231564
-994.9433783,3.814676417,0.021442247
-994.9433783,3.838264274,0.019867944
-994.9433783,3.861852132,0.018463009
-994.9433783,3.88543999,0.017256958
-994.9433783,3.909027848,0.016279307
-994.9433783,3.932615706,0.015559574
-994.9433783,3.956203563,0.015127274
-994.9433783,3.979791421,0.015011774
-994.9433783,4.003379279,0.015240325
-994.9433783,4.026967137,0.015833234
-994.9433783,4.050554994,0.01679677
-994.9433783,4.074142852,0.018117972
-994.9433783,4.09773071,0.019765968
-994.9433783,4.121318568,0.021698536
-994.9433783,4.144906426,0.023868601
-994.9433783,4.168494283,0.026228015
-994.9433783,4.192082141,0.028728615
-994.9433783,4.215669999,0.03132224
-994.9433783,4.239257857,0.033960728
-994.9433783,4.262845715,0.036595915
-994.9433783,4.286433572,0.03917964
-994.9433783,4.31002143,0.041663742
-994.9433783,4.333609288,0.044000057
-994.9433783,4.357197146,0.046140423
-994.9433783,4.380785003,0.048036679
-994.9433783,4.404372861,0.049640662
-994.9433783,4.427960719,0.050904209
-994.9433783,4.451548577,0.05177916
-994.9433783,4.475136435,0.052217767
-994.9433783,4.498724292,0.052175959
-994.9433783,4.52231215,0.051620305
-994.9433783,4.545900008,0.050537322
-994.9433783,4.569487866,0.048938901
-994.9433783,4.593075724,0.046858827
-994.9433783,4.616663581,0.044343737
-994.9433783,4.640251439,0.041445306
-994.9433783,4.663839297,0.038216076
-994.9433783,4.687427155,0.034708588
-994.9433783,4.711015012,0.030975386
-994.9433783,4.73460287,0.027069011
-994.9433783,4.758190728,0.023042006
-994.9433783,4.781778586,0.018946913
-994.9433783,4.805366444,0.014836275
-994.9433783,4.828954301,0.010762635
-994.9433783,4.852542159,0.006778535
-994.9433783,4.876130017,0.002936516
-994.9433783,4.899717875,-0.000710878
-994.9433783,4.923305732,-0.004111104
-994.9433783,4.94689359,-0.007211622
-994.9433783,4.970481448,-0.009959887
-994.9433783,4.994069306,-0.012303358
-994.9433783,5.017657164,-0.014189703
-994.9433783,5.041245021,-0.015569533
-994.9433783,5.064832879,-0.016403113
-994.9433783,5.088420737,-0.016670192
-994.9433783,5.112008595,-0.016377198
-994.9433783,5.135596453,-0.015555379
-994.9433783,5.15918431,-0.014251702
-994.9433783,5.182772168,-0.012519847
-994.9433783,5.206360026,-0.010414973
-994.9433783,5.229947884,-0.00799226
-994.9433783,5.253535741,-0.005306885
-994.9433783,5.277123599,-0.00241403
-994.9433783,5.300711457,0.000631129
-994.9433783,5.324299315,0.003773411
-994.9433783,5.347887173,0.006957638
-994.9433783,5.37147503,0.010128631
-994.9433783,5.395062888,0.013231211
-994.9433783,5.418650746,0.016210198
-994.9433783,5.442238604,0.019010414
-994.9433783,5.465826462,0.021576938
-994.9433783,5.489414319,0.023857756
-994.9433783,5.513002177,0.025809855
-994.9433783,5.536590035,0.027407828
-994.9433783,5.560177893,0.028649607
-994.9433783,5.58376575,0.029554149
-994.9433783,5.607353608,0.030153286
-994.9433783,5.630941466,0.030484165
-994.9433783,5.654529324,0.030584986
-994.9433783,5.678117182,0.030493959
-994.9433783,5.701705039,0.030249294
-994.9433783,5.725292897,0.0298892
-994.9433783,5.748880755,0.029451885
-994.9433783,5.772468613,0.028975559
-994.9433783,5.796056471,0.028498432
-994.9433783,5.819644328,0.028058712
-994.9433783,5.843232186,0.02769461
-994.9433783,5.866820044,0.027444333
-994.9433783,5.890407902,0.027346092
-994.9433783,5.913995759,0.027438095
-994.9433783,5.937583617,0.027758553
-994.9433783,5.961171475,0.028345602
-994.9433783,5.984759333,0.029235837
-994.9433783,6.008347191,0.030460213
-994.9433783,6.031935048,0.032037675
-994.9433783,6.055522906,0.033969825
-994.9433783,6.079110764,0.03624123
-994.9433783,6.102698622,0.03882507
-994.9433783,6.12628648,0.041689371
-994.9433783,6.149874337,0.044800857
-994.9433783,6.173462195,0.04812621
-994.9433783,6.197050053,0.051632112
-994.9433783,6.220637911,0.055285245
-994.9433783,6.244225768,0.059052293
-994.9433783,6.267813626,0.062899937
-994.9433783,6.291401484,0.066794859
-994.9433783,6.314989342,0.070703742
-994.9433783,6.3385772,0.074593269
-994.9433783,6.362165057,0.078430121
-994.9433783,6.385752915,0.082180982
-994.9433783,6.409340773,0.085812532
-994.9433783,6.432928631,0.089291681
-994.9433783,6.456516489,0.092587052
-994.9433783,6.480104346,0.095672015
-994.9433783,6.503692204,0.098528576
-994.9433783,6.527280062,0.101149392
-994.9433783,6.55086792,0.103536041
-994.9433783,6.574455777,0.10569517
-994.9433783,6.598043635,0.107635339
-994.9433783,6.621631493,0.109365401
-994.9433783,6.645219351,0.110894208
-994.9433783,6.668807209,0.112230613
-994.9433783,6.692395066,0.113383468
-994.9433783,6.715982924,0.114361626
-994.9433783,6.739570782,0.115173939
-994.9433783,6.76315864,0.115829258
-994.9433783,6.786746498,0.116336438
-994.9433783,6.810334355,0.116704329
-994.9433783,6.833922213,0.116941785
-994.9433783,6.857510071,0.117057658
-994.9433783,6.881097929,0.1170608
-994.9433783,6.904685786,0.116960063
-994.9433783,6.928273644,0.116764301
-994.9433783,6.951861502,0.116482365
-994.9433783,6.97544936,0.116123108
-994.9433783,6.999037218,0.115695381
-994.9433783,7.022625075,0.115208039
-994.9433783,7.046212933,0.114669932
-994.9433783,7.069800791,0.114089914
-994.9433783,7.093388649,0.113476836
-994.9433783,7.116976506,0.112839552
-994.9433783,7.140564364,0.112186913
-994.9433783,7.164152222,0.111527772
-994.9433783,7.18774008,0.110870981
-994.9433783,7.211327938,0.110225393
-994.9433783,7.234915795,0.10959986
-994.9433783,7.258503653,0.109003234
-994.9433783,7.282091511,0.108444369
